Seq,GameSeq,DimDateKey,DimTeamKey,HomeAway,SU_Win_Flag,ATS_Win_Flag,TeamScore,Off_Pass,Off_Run,Def_Pass,Def_Run,Int_Rt,Def_Int_Rt,Fuml_Rt,Pen_Rt,Yrd_Winner,DefRank,Pass_Yards,Rush_Yards,Sack_Yards,Int,Net_Fuml,Pass_TDs,Rush_TDs,Other_Points,tot_yrd_last_10,tot_yrd_season,tot_ypg_last_10,tot_ypg_season,last_10_game_ypg_rank,season_ypg_rank
127,201805,20181004,19,1,1,0,38,7.75,4.217391304,5.75,4,0.045454545,0.033333333,0,0.104477611,1,0,341,97,0,2,0,3,2,3,3803,1871,345,374,21,23
156,201805,20181008,20,1,1,0,43,10.80645161,3.0625,5.071428571,2.166666667,0,0.023809524,0.031746031,0.063492063,1,0,349,98,14,0,1,3,3,1,3548,1219,322,304,12,5
133,201805,20181007,21,0,0,0,31,10.02631579,3.125,6.305555556,3.806451613,0.052631578,0.055555556,0.037037037,0.148148148,1,0,382,50,1,2,1,3,0,10,3986,1462,362,365,28,21
153,201805,20181007,22,1,1,0,34,7.826086957,8.5,5.654545455,5.411764706,0.04347826,0.018181818,0.016393442,0.06557377,1,0,189,323,9,1,1,3,1,6,3570,1898,324,379,14,26
135,201805,20181007,23,0,0,1,10,6.333333333,3.153846154,11.67857143,2.548387097,0.027777777,0,0.020408163,0.142857142,0,0,248,41,20,1,1,1,0,3,3507,1782,318,356,8,14
145,201805,20181007,24,1,0,1,21,6.710526316,4.764705882,7.763157895,3.347826087,0,0,0.036363636,0.145454545,0,0,283,81,28,0,2,2,0,7,3227,1809,293,361,2,19
151,201805,20181007,25,1,1,0,41,8.620689655,4.517241379,4.294117647,3.263157895,0.034482758,0,0.017241379,0.120689655,1,0,250,131,0,1,0,3,2,6,3777,1893,343,378,20,24
129,201805,20181007,26,1,1,0,26,11.67857143,2.548387097,6.333333333,3.153846154,0,0.027777778,0,0.152542372,1,0,333,79,6,0,0,2,1,5,3852,1961,350,392,24,29
130,201805,20181007,27,1,0,1,18,4.327586207,4.323529412,6.076923077,2.434782609,0.034482758,0,0.04347826,0.097826086,1,0,300,147,49,2,3,2,1,-3,3287,1900,298,380,3,27
131,201805,20181007,28,1,0,1,31,7.304347826,5.9375,9.242424242,5.166666667,0,0.060606061,0,0.127272727,0,0,183,190,15,0,0,3,1,3,3671,1666,333,333,17,12
137,201805,20181007,29,0,1,0,33,9.242424242,5.166666667,7.304347826,5.9375,0.06060606,0,0.031746031,0.111111111,1,0,313,155,8,2,0,1,3,5,3523,1658,320,331,11,11
134,201805,20181007,31,0,0,0,12,4.035714286,4,3.619047619,3.348837209,0.035714285,0.047619048,0.056603773,0.094339622,0,0,121,100,8,1,2,0,0,12,3387,1491,307,298,7,4
155,201805,20181008,32,0,0,1,19,5.071428571,2.166666667,10.80645161,3.0625,0.023809523,0,0.016666666,0.1,0,0,244,39,31,1,1,0,2,5,3819,1781,347,356,22,14
