Seq,GameSeq,DimDateKey,DimTeamKey,HomeAway,SU_Win_Flag,ATS_Win_Flag,TeamScore,Off_Pass,Off_Run,Def_Pass,Def_Run,Int_Rt,Def_Int_Rt,Fuml_Rt,Pen_Rt,Yrd_Winner,DefRank,Pass_Yards,Rush_Yards,Sack_Yards,Int,Net_Fuml,Pass_TDs,Rush_TDs,Other_Points,tot_yrd_last_10,tot_yrd_season,tot_ypg_last_10,tot_ypg_season,last_10_game_ypg_rank,season_ypg_rank
127,201805,20181004,19,1,1,0,38,7.75,4.217391304,5.75,4,0.045454545,0.033333333,0,0.104477611,1,0,341,97,0,2,0,3,2,3,3803,1871,345,374,21,23
156,201805,20181008,20,1,1,0,43,10.80645161,3.0625,5.071428571,2.166666667,0,0.023809524,0.031746031,0.063492063,1,0,349,98,14,0,1,3,3,1,3548,1219,322,304,12,5
133,201805,20181007,21,0,0,0,31,10.02631579,3.125,6.305555556,3.806451613,0.052631578,0.055555556,0.037037037,0.148148148,1,0,382,50,1,2,1,3,0,10,3986,1462,362,365,28,21
153,201805,20181007,22,1,1,0,34,7.826086957,8.5,5.654545455,5.411764706,0.04347826,0.018181818,0.016393442,0.06557377,1,0,189,323,9,1,1,3,1,6,3570,1898,324,379,14,26
135,201805,20181007,23,0,0,1,10,6.333333333,3.153846154,11.67857143,2.548387097,0.027777777,0,0.020408163,0.142857142,0,0,248,41,20,1,1,1,0,3,3507,1782,318,356,8,14
145,201805,20181007,24,1,0,1,21,6.710526316,4.764705882,7.763157895,3.347826087,0,0,0.036363636,0.145454545,0,0,283,81,28,0,2,2,0,7,3227,1809,293,361,2,19
151,201805,20181007,25,1,1,0,41,8.620689655,4.517241379,4.294117647,3.263157895,0.034482758,0,0.017241379,0.120689655,1,0,250,131,0,1,0,3,2,6,3777,1893,343,378,20,24
129,201805,20181007,26,1,1,0,26,11.67857143,2.548387097,6.333333333,3.153846154,0,0.027777778,0,0.152542372,1,0,333,79,6,0,0,2,1,5,3852,1961,350,392,24,29
130,201805,20181007,27,1,0,1,18,4.327586207,4.323529412,6.076923077,2.434782609,0.034482758,0,0.04347826,0.097826086,1,0,300,147,49,2,3,2,1,-3,3287,1900,298,380,3,27
131,201805,20181007,28,1,0,1,31,7.304347826,5.9375,9.242424242,5.166666667,0,0.060606061,0,0.127272727,0,0,183,190,15,0,0,3,1,3,3671,1666,333,333,17,12
137,201805,20181007,29,0,1,0,33,9.242424242,5.166666667,7.304347826,5.9375,0.06060606,0,0.031746031,0.111111111,1,0,313,155,8,2,0,1,3,5,3523,1658,320,331,11,11
134,201805,20181007,31,0,0,0,12,4.035714286,4,3.619047619,3.348837209,0.035714285,0.047619048,0.056603773,0.094339622,0,0,121,100,8,1,2,0,0,12,3387,1491,307,298,7,4
155,201805,20181008,32,0,0,1,19,5.071428571,2.166666667,10.80645161,3.0625,0.023809523,0,0.016666666,0.1,0,0,244,39,31,1,1,0,2,5,3819,1781,347,356,22,14
159,201806,20181014,1,0,0,1,17,5.028571429,3.05,5.236842105,6.09375,0.028571428,0.02631579,0.018181818,0.09090909,0,0,208,61,32,1,1,0,1,10,3200,2061,290,343,2,14
175,201806,20181014,2,1,1,0,34,8.047619048,3.181818182,8.906976744,6.15,0,0.046511628,0.03125,0.078125,0,0,346,70,8,0,0,3,1,6,4228,2145,384,429,29,29
165,201806,20181014,3,0,1,0,21,6.432432432,3.514285714,-0.576923077,3.928571429,0.027027027,0,0,0.138888888,1,0,238,123,0,1,0,1,2,0,3542,1903,322,317,12,8
167,201806,20181014,4,0,0,0,13,3.64516129,3.703703704,3.242424242,3.083333333,0.064516129,0.060606061,0.034482758,0.206896551,1,0,129,100,16,2,1,1,0,6,3599,1930,327,321,14,9
160,201806,20181014,5,0,0,1,17,6.414634146,4.5,3.820512821,4.714285714,0.024390243,0,0.050847457,0.13559322,1,0,269,81,6,1,2,2,0,3,3378,1562,307,312,6,7
161,201806,20181014,6,0,0,0,28,8.787878788,5.290322581,8.636363636,5.193548387,0.03030303,0.045454546,0.03125,0.09375,0,0,303,164,13,1,2,3,1,0,3777,2282,343,380,19,24
174,201806,20181014,7,1,0,1,21,4.377777778,4.769230769,8.02173913,5.333333333,0,0,0,0.103448275,0,0,213,62,16,0,0,2,1,0,3895,2222,354,370,21,19
173,201806,20181014,8,1,0,1,14,3.725490196,4.904761905,8.681818182,6.833333333,0.039215686,0.045454546,0.013888888,0.083333333,0,0,214,103,24,2,0,1,0,7,3565,2087,324,347,13,15
178,201806,20181014,9,1,1,0,40,5.366666667,4.904761905,4.448275862,3.611111111,0,0.034482759,0.027777777,0.041666666,1,0,172,206,11,0,0,2,2,12,3227,1771,293,295,3,3
176,201806,20181014,10,1,0,1,20,6.325581395,3.529411765,4.454545455,6.923076923,0.023255813,0.03030303,0.016666666,0.1,0,0,297,60,25,1,0,2,0,6,3682,1996,334,332,18,11
185,201806,20181015,12,1,1,1,33,7.857142857,5.523809524,8.36,5.8,0,0.04,0,0.085714285,1,0,405,116,20,0,0,2,1,12,3541,2089,321,348,11,16
183,201806,20181014,13,1,1,1,20,3.242424242,3.083333333,3.64516129,3.703703704,0.06060606,0.064516129,0.052631578,0.105263157,0,0,142,74,35,2,1,1,0,13,3370,1691,306,281,4,2
162,201806,20181014,14,0,0,1,34,7,5.52173913,7.9375,2.972222222,0.069767441,0.03125,0.015151515,0.121212121,1,0,301,127,0,3,1,4,0,6,3999,2201,363,366,27,18
166,201806,20181014,15,0,0,1,7,4.448275862,3.611111111,5.366666667,4.904761905,0.034482758,0,0.021276595,0.085106382,0,0,139,65,10,1,1,1,0,0,2986,1779,271,296,1,4
168,201806,20181014,16,0,0,0,40,9.777777778,5.529411765,8.486486487,4.552631579,0.055555555,0,0,0.094339622,0,0,352,94,0,2,0,4,0,12,3786,2227,344,371,20,20
180,201806,20181014,17,1,1,1,31,8.636363636,5.193548387,8.787878788,5.290322581,0.045454545,0.03030303,0.013333333,0.093333333,1,0,380,161,0,2,1,3,0,10,3456,1639,314,327,9,10
164,201806,20181014,18,1,1,0,27,5.236842105,6.09375,5.028571429,3.05,0.026315789,0.028571429,0.014285714,0.128571428,1,0,216,195,17,1,1,1,2,6,3452,2279,313,379,8,23
184,201806,20181014,19,1,1,1,43,8.486486487,4.552631579,9.777777778,5.529411765,0,0.055555556,0.026666666,0,1,0,327,173,13,0,1,1,3,15,4472,2783,406,463,30,30
158,201806,20181011,21,1,0,1,13,4.829787234,8.647058824,7.135135135,3.483870968,0.021276595,0,0.03125,0.078125,1,0,254,147,27,1,0,0,1,6,3600,1995,327,332,14,11
181,201806,20181014,22,1,1,0,42,7.9375,2.972222222,7,5.52173913,0.03125,0.069767442,0.044117647,0.102941176,0,0,267,107,13,1,1,2,0,28,3932,2245,357,374,23,21
182,201806,20181014,23,1,0,1,3,1.891891892,4.157894737,8.583333333,4.189189189,0,0.041666667,0.053571428,0.089285714,0,0,106,79,36,0,2,0,0,3,3420,1835,310,305,7,6
157,201806,20181011,24,0,1,0,34,7.135135135,3.483870968,4.829787234,8.647058824,0,0.021276596,0.044117647,0.058823529,0,0,271,108,7,0,0,3,1,6,3635,1994,330,332,16,11
170,201806,20181014,25,0,1,0,28,8.02173913,5.333333333,4.377777778,4.769230769,0,0,0.014925373,0.134328358,1,0,369,112,0,0,0,1,2,7,4068,2355,369,392,28,27
169,201806,20181014,26,0,1,0,38,8.681818182,6.833333333,3.725490196,4.904761905,0.045454545,0.039215686,0.034482758,0.172413793,1,0,203,246,12,1,0,2,3,3,3950,2272,359,378,24,22
186,201806,20181015,27,0,0,0,30,8.36,5.8,7.857142857,5.523809524,0.04,0,0.036363636,0.036363636,0,0,227,174,18,1,2,2,1,9,3455,1822,314,303,9,5
163,201806,20181014,28,0,1,0,27,8.583333333,4.189189189,1.891891892,4.157894737,0.041666666,0,0.016393442,0.13114754,1,0,214,155,8,1,0,3,0,6,3975,2294,361,382,26,25
172,201806,20181014,29,0,1,0,23,4.454545455,6.923076923,6.325581395,3.529411765,0.03030303,0.023255814,0,0.138888888,1,0,174,270,27,1,0,0,2,9,3671,2317,333,386,17,26
171,201806,20181014,30,0,0,1,29,8.906976744,6.15,8.047619048,3.181818182,0.046511627,0,0.047619047,0.063492063,1,0,389,123,6,2,0,4,0,1,3908,2397,355,399,22,28
177,201806,20181014,31,1,0,1,0,-0.576923077,3.928571429,6.432432432,3.514285714,0,0.027027027,0.025,0.1,0,0,51,55,66,0,0,0,0,0,3371,1576,306,262,4,1
179,201806,20181014,32,1,1,0,23,3.820512821,4.714285714,6.414634146,4.5,0,0.024390244,0.014925373,0.074626865,0,0,156,132,7,0,0,2,0,9,3955,1744,359,348,24,16
187,201807,20181018,1,1,0,1,10,2.533333333,3.285714286,6.958333333,4.225806452,0.066666666,0.041666667,0.045454545,0.106060606,0,0,154,69,40,3,2,1,0,3,3549,2529,322,361,10,19
213,201807,20181022,2,1,1,1,23,7.928571429,3.35,8.214285714,3.05,0,0,0.016129032,0.080645161,0,0,356,67,23,0,1,1,1,9,3642,2390,331,341,13,13
210,201807,20181021,3,1,0,1,23,6.43902439,3.347826087,6.387096774,3.435897436,0,0,0,0.078125,1,0,274,77,10,0,0,2,1,2,3771,2125,342,354,18,17
202,201807,20181021,4,0,0,1,5,4.878787879,6.136363636,6.782608696,5.945945946,0.09090909,0,0.036363636,0.127272727,0,0,168,135,7,3,2,0,0,5,3834,2548,348,364,20,20
203,201807,20181021,5,0,1,0,21,5.634146342,7.117647059,6.292682927,2.416666667,0,0,0,0.086206896,1,0,250,121,19,0,0,2,1,0,3656,2340,332,334,14,10
209,201807,20181021,6,1,0,1,31,5.865384615,5.36,7.27027027,4,0.038461538,0.027027027,0,0.064935064,1,0,319,134,14,2,0,2,2,3,3981,2676,361,382,24,22
204,201807,20181021,7,0,0,1,10,4.6,3.421052632,8.487804878,6.827586207,0.028571428,0.024390244,0.037037037,0.148148148,0,0,174,65,13,1,0,1,0,3,4222,3017,383,431,27,28
205,201807,20181021,8,0,0,0,23,4.025641026,5.173913044,5.696428571,3.5625,0,0.035714286,0.032258064,0.225806451,0,0,186,119,29,0,1,2,1,2,3998,2427,363,404,25,26
199,201807,20181021,9,0,0,0,17,5.820512821,3.318181818,6.615384615,4.0625,0,0,0.049180327,0.13114754,0,0,250,73,23,0,2,1,1,3,3569,1882,324,313,11,6
188,201807,20181018,10,0,1,0,45,6.958333333,4.225806452,2.533333333,3.285714286,0.041666666,0.066666667,0,0.09090909,1,0,178,131,11,1,0,2,2,17,3445,2548,313,364,7,20
206,201807,20181021,11,0,1,0,32,8.739130435,7.085714286,5.457142857,5.631578947,0,0,0.034482758,0.103448275,1,0,209,248,8,0,0,2,1,11,3953,2715,359,387,22,24
195,201807,20181021,13,0,1,0,20,4.92,3.810810811,3.5,3.181818182,0,0.02173913,0.032258064,0.096774193,1,0,131,141,8,0,0,1,1,6,3189,2015,289,287,2,2
190,201807,20181021,14,1,1,0,37,6.782608696,5.945945946,4.878787879,6.136363636,0,0.090909091,0.016666666,0.066666666,1,0,156,220,0,0,0,4,1,2,3334,2060,303,294,5,3
207,201807,20181021,15,1,0,1,7,3.5,3.181818182,4.92,3.810810811,0.02173913,0,0.044117647,0.029411764,0,0,189,70,28,1,2,1,0,0,3540,2181,321,311,9,5
192,201807,20181021,16,1,1,0,45,8.487804878,6.827586207,4.6,3.421052632,0.024390243,0.028571429,0.028571428,0.114285714,1,0,353,198,5,1,0,4,1,10,4243,2893,385,413,28,27
194,201807,20181021,17,1,0,1,21,5.457142857,5.631578947,8.739130435,7.085714286,0,0,0,0.074074074,0,0,215,107,24,0,0,2,1,0,3744,2094,340,349,17,15
196,201807,20181021,18,0,1,0,37,5.243902439,3.666666667,3.955555556,2.958333333,0,0.066666667,0.015384615,0.092307692,1,0,228,88,13,0,0,2,2,9,3827,2503,347,357,19,18
197,201807,20181021,19,0,1,0,38,7.27027027,4,5.865384615,5.36,0.027027027,0.038461539,0.046875,0.109375,0,0,273,108,4,1,2,3,0,17,3416,2006,310,334,6,10
198,201807,20181021,20,0,1,0,24,6.387096774,3.435897436,6.43902439,3.347826087,0,0,0.014285714,0.085714285,0,0,205,134,7,0,1,2,1,3,3328,1905,302,272,4,1
214,201807,20181022,21,0,0,0,20,8.214285714,3.05,7.928571429,3.35,0,0,0.016129032,0.064516129,1,0,372,61,27,0,0,1,1,6,4006,2807,364,401,26,25
208,201807,20181021,22,1,0,1,17,3.955555556,2.958333333,5.243902439,3.666666667,0.066666666,0,0.072463768,0.115942028,0,0,192,71,14,3,1,1,1,3,3195,2311,290,330,3,9
191,201807,20181021,24,1,0,1,17,6.292682927,2.416666667,5.634146342,7.117647059,0,0,0.046153846,0.061538461,0,0,284,58,26,0,1,2,0,3,3901,2067,354,344,21,14
189,201807,20181021,26,1,1,1,20,10.28571429,2.9375,6.323529412,4.96969697,0,0.029411765,0,0.09090909,0,0,297,47,9,0,0,2,0,6,3495,2236,317,319,8,8
212,201807,20181021,27,1,0,1,10,2.117647059,4.458333333,6.461538462,4.171428571,0.058823529,0,0.051724137,0.034482758,0,0,121,107,49,2,2,1,0,3,3588,2207,326,315,12,7
200,201807,20181021,29,0,1,0,39,6.461538462,4.171428571,2.117647059,4.458333333,0,0.058823529,0.016393442,0.016393442,1,0,185,146,17,0,0,2,2,11,3691,2371,335,338,16,12
193,201807,20181021,30,1,1,1,26,5.696428571,3.5625,4.025641026,5.173913044,0.035714285,0,0.034090909,0.09090909,1,0,342,114,23,2,2,0,3,5,3961,2699,360,385,23,23
201,201807,20181021,31,0,0,0,19,6.323529412,4.96969697,10.28571429,2.9375,0.029411764,0,0,0.059701492,1,0,226,164,11,1,0,1,1,5,3664,2468,333,352,15,16
211,201807,20181021,32,1,1,0,20,6.615384615,4.0625,5.820512821,3.318181818,0,0,0.017241379,0.086206896,1,0,175,130,3,0,0,1,0,13,2997,2061,272,294,1,3
234,201808,20181028,1,1,1,0,18,4.976744186,4.190476191,4.0625,3.451612903,0.023255813,0,0.015625,0.140625,1,0,233,88,19,1,1,2,0,4,3691,2662,335,332,14,12
225,201808,20181028,3,0,0,1,21,4.565217391,5.611111111,7.733333333,4.666666667,0.04347826,0,0.015625,0.140625,0,0,224,101,14,2,1,2,1,0,3842,2392,349,341,18,14
242,201808,20181029,4,1,0,1,6,5.931818182,2.421052632,6.340425532,3.04,0.022727272,0,0.047619047,0.095238095,0,0,287,46,26,1,1,0,0,6,3949,2996,359,374,21,22
237,201808,20181028,5,1,1,0,36,7.733333333,4.666666667,4.565217391,5.611111111,0,0.043478261,0.015873015,0.063492063,1,0,232,154,0,0,0,2,2,8,3163,2277,287,284,2,1
240,201808,20181028,6,1,1,0,24,6.838709677,5.264705882,4.9,2.375,0,0,0.015384615,0.03076923,1,0,216,179,4,0,0,2,1,3,3965,2895,360,361,22,19
230,201808,20181028,7,1,1,1,37,6.888888889,5.111111111,7.678571429,4.666666667,0,0.071428571,0,0.063492063,0,0,264,138,16,0,0,2,2,9,4144,2809,376,401,24,26
226,201808,20181028,8,0,0,1,18,3.842105263,3.523809524,6.72972973,5.419354839,0.026315789,0.027027027,0,0.118644067,0,0,163,74,17,1,0,2,0,4,3783,2455,343,350,16,16
227,201808,20181028,10,0,0,0,23,4.666666667,6.3,7.75,2.722222222,0.025641025,0.027777778,0.04347826,0.144927536,1,0,222,189,40,1,1,2,1,2,4378,3416,398,427,28,27
229,201808,20181028,11,1,0,1,14,6.604651163,2.615384615,11.89473684,4.190476191,0.023255813,0,0.035714285,0.071428571,0,0,297,34,13,1,2,2,0,0,3333,2155,303,307,5,4
221,201808,20181028,12,0,0,0,27,6.666666667,5.578947368,6.219512195,3.970588235,0,0,0.019230769,0.038461538,0,0,253,106,33,0,1,1,2,6,3467,2540,315,317,7,8
215,201808,20181025,13,1,1,0,42,11.95,5.371428571,5.975,4.64,0,0.025,0,0.145454545,1,0,239,188,0,0,0,5,1,0,4138,3127,376,390,24,24
220,201808,20181028,14,0,1,0,42,7.709677419,5.55,8.714285714,5.421052632,0,0,0,0.14084507,1,0,239,222,0,0,0,3,2,7,4176,2755,379,393,26,25
236,201808,20181028,15,1,0,1,18,5.422222222,4.117647059,7,4.75,0,0.029411765,0.032258064,0.080645161,0,0,265,70,21,0,1,1,0,11,3677,2651,334,331,13,11
239,201808,20181028,16,1,1,1,30,7.75,2.722222222,4.666666667,6.3,0.027777777,0.025641026,0,0.129629629,0,0,291,49,12,1,0,4,0,2,3760,2829,341,353,15,17
216,201808,20181025,17,0,0,1,23,5.975,4.64,11.95,5.371428571,0.025,0,0,0.076923076,0,0,254,116,15,1,0,1,1,9,3511,2551,319,318,10,9
223,201808,20181028,18,1,0,1,20,7.044444444,3.863636364,6.833333333,3.655172414,0.022222222,0.041666667,0.029850746,0.089552238,1,0,338,85,21,1,1,2,1,-1,3932,2548,357,364,20,21
241,201808,20181029,19,0,1,0,25,6.340425532,3.04,5.931818182,2.421052632,0,0.022727273,0.013888888,0.069444444,1,0,311,76,13,0,0,0,1,18,3468,2421,315,302,7,3
235,201808,20181028,20,0,1,0,30,6.833333333,3.655172414,7.044444444,3.863636364,0.041666666,0.022222222,0,0.132075471,0,0,164,106,0,1,0,1,1,16,3123,2560,283,320,1,10
231,201808,20181028,21,1,0,1,13,4,2.642857143,5.5625,5.515151515,0.037037037,0,0,0.161764705,0,0,266,37,50,2,0,1,0,6,3624,2185,329,312,12,5
228,201808,20181028,22,0,0,1,10,4.9,2.375,6.838709677,5.264705882,0,0,0.018518518,0.148148148,0,0,150,57,3,0,0,1,0,3,3248,2209,295,315,4,6
232,201808,20181028,23,1,0,1,28,8.714285714,5.421052632,7.709677419,5.55,0,0,0.021276595,0.212765957,0,0,244,103,0,0,1,3,1,0,3867,2895,351,361,19,19
224,201808,20181028,24,0,1,0,24,7,4.75,5.422222222,4.117647059,0.029411764,0,0.016129032,0.064516129,1,0,262,133,24,1,1,3,0,3,3162,2389,287,298,2,2
238,201808,20181028,25,1,1,0,33,6.72972973,5.419354839,3.842105263,3.523809524,0.027027027,0.02631579,0.044117647,0.117647058,1,0,253,168,4,1,1,2,2,5,4029,3103,366,387,23,23
222,201808,20181028,27,0,0,1,15,4.0625,3.451612903,4.976744186,4.190476191,0,0.023255814,0.031746031,0.079365079,0,0,160,107,30,0,0,1,0,8,3542,2796,322,349,11,15
217,201808,20181028,28,0,1,0,28,11.89473684,4.190476191,6.604651163,2.615384615,0,0.023255814,0,0.114754098,1,0,237,176,11,0,0,3,1,0,3796,2494,345,356,17,18
233,201808,20181028,29,1,1,1,29,6.219512195,3.970588235,6.666666667,5.578947368,0,0,0,0.026666666,1,0,281,135,26,0,0,3,0,8,3450,2205,313,315,6,6
218,201808,20181028,30,0,0,0,34,7.678571429,4.666666667,6.888888889,5.111111111,0.071428571,0,0.012048192,0.13253012,1,0,450,126,20,4,0,3,1,6,4345,3453,395,431,27,28
219,201808,20181028,32,0,1,0,20,5.5625,5.515151515,4,2.642857143,0,0.037037037,0.015384615,0.123076923,1,0,178,182,0,0,1,1,1,6,3498,2700,318,337,9,13
247,201809,20181104,2,0,1,0,38,8.1,6.416666667,5.469387755,5.266666667,0.025,0.020408163,0,0.109375,1,0,337,154,13,1,0,4,1,3,3623,2657,329,332,10,11
255,201809,20181104,3,1,0,1,16,4.825,3.8125,5.551020408,4.185185185,0,0,0.017857142,0.089285714,0,0,207,61,14,0,0,0,1,9,3648,2713,331,339,13,15
266,201809,20181104,4,1,0,1,9,2.735849057,3.464285714,5.571428571,2.56,0.056603773,0.047619048,0.012345679,0.12345679,1,0,167,97,22,3,1,0,1,2,3290,2464,299,308,5,5
260,201809,20181104,5,1,1,0,42,7.740740741,5.59375,4.431818182,3.904761905,0,0.045454546,0.016949152,0.152542372,1,0,228,179,19,0,0,2,4,0,4111,3192,373,399,23,25
245,201809,20181104,6,0,1,0,41,5.571428571,2.56,2.735849057,3.464285714,0.047619047,0.056603774,0.04347826,0.304347826,0,0,126,64,9,1,0,1,2,20,3299,2589,299,287,5,1
258,201809,20181104,8,1,0,1,21,5.866666667,4.08,10.14705882,5.791666667,0.022222222,0.029411765,0,0.057142857,0,0,286,102,22,1,0,2,1,0,4452,3789,404,421,26,26
268,201809,20181105,9,1,0,1,14,5.594594595,3.789473684,5.757575758,3.472222222,0.027027027,0,0.017857142,0.107142857,0,0,225,72,18,1,1,2,0,0,3526,2508,320,313,8,7
251,201809,20181104,10,1,0,1,17,5.818181818,3.75,6.107142857,2.96969697,0,0,0.015625,0.125,1,0,273,75,17,0,1,1,1,3,3403,2878,309,319,7,8
248,201809,20181104,11,0,0,1,9,1.891304348,2.75,6.347826087,5.565217391,0,0.043478261,0.014285714,0.114285714,0,0,143,66,56,0,1,0,0,9,3176,2760,288,306,2,4
265,201809,20181104,12,0,0,1,17,5.477272727,4.72,7.605263158,3.967741936,0,0,0.028985507,0.101449275,0,0,250,118,9,0,1,2,0,3,3898,3343,354,371,19,19
262,201809,20181104,13,0,1,0,19,6.107142857,2.96969697,5.818181818,3.75,0,0,0,0.114754098,0,0,192,98,21,0,0,2,0,5,3817,3102,347,344,17,17
249,201809,20181104,16,0,1,0,37,10.14705882,5.791666667,5.866666667,4.08,0.029411764,0.022222222,0,0.189655172,1,0,360,139,15,1,0,3,2,2,4140,3580,376,397,24,24
259,201809,20181104,17,1,1,0,13,2.464285714,2.37037037,4.069767442,3.80952381,0,0.093023256,0,0.09090909,0,0,104,64,35,0,0,0,0,13,3699,3036,336,337,14,14
257,201809,20181104,18,1,1,0,24,6.347826087,5.565217391,1.891304348,2.75,0.04347826,0,0.02173913,0.065217391,1,0,155,128,9,1,1,1,1,10,3623,2721,329,340,10,16
254,201809,20181104,19,1,1,0,31,7.605263158,3.967741936,5.477272727,4.72,0,0,0,0.072463768,1,0,310,123,21,0,0,1,3,3,3538,2629,321,328,9,10
253,201809,20181104,20,1,1,0,45,9.611111111,4.147058824,9.775,4.842105263,0,0.025,0.014285714,0.028571428,1,0,346,141,0,0,1,4,2,3,3821,3027,347,336,17,13
250,201809,20181104,22,0,0,1,6,4.069767442,3.80952381,2.464285714,2.37037037,0.093023255,0,0,0.078125,1,0,202,80,27,4,0,0,0,6,4082,3374,371,374,21,20
243,201809,20181101,23,0,0,1,3,3.15625,4.434782609,11.90909091,4.46875,0,0,0.036363636,0.109090909,0,0,140,102,39,0,0,0,0,3,3623,2904,329,322,10,9
246,201809,20181104,25,0,1,0,23,5.551020408,4.185185185,4.825,3.8125,0,0,0,0.105263157,1,0,282,113,10,0,0,2,1,2,3287,2658,298,295,4,2
263,201809,20181104,26,0,1,0,25,7.214285714,7.272727273,3.930232558,4.8125,0,0.023255814,0.02,0.24,1,0,215,160,13,0,0,2,1,4,3261,2497,296,312,3,6
244,201809,20181101,27,1,1,0,34,11.90909091,4.46875,3.15625,4.434782609,0,0,0.018518518,0.055555555,1,0,262,143,0,0,0,3,1,6,4147,3121,377,390,25,22
252,201809,20181104,28,1,0,1,17,3.930232558,4.8125,7.214285714,7.272727273,0.023255813,0,0.013333333,0.133333333,0,0,202,154,33,1,0,2,0,3,3814,2811,346,351,16,18
264,201809,20181104,29,0,0,1,35,9.775,4.842105263,9.611111111,4.147058824,0.025,0,0,0.06779661,0,0,391,92,0,1,0,3,1,7,4087,3031,371,378,21,21
261,201809,20181104,30,0,0,1,28,4.431818182,3.904761905,7.740740741,5.59375,0.045454545,0,0.015384615,0.123076923,0,0,219,82,24,2,0,4,0,0,3776,2674,343,334,15,12
267,201809,20181105,31,0,1,0,28,5.757575758,3.472222222,5.594594595,3.789473684,0,0.027027027,0.028985507,0.04347826,1,0,215,125,25,0,2,2,2,0,2989,2383,271,297,1,3
256,201809,20181104,32,1,0,1,14,5.469387755,5.266666667,8.1,6.416666667,0.020408163,0.025,0,0.15625,0,0,287,79,19,1,0,1,1,0,4063,3160,369,395,20,23
271,201810,20181111,1,0,0,0,14,2.818181818,3.76,5.303030303,5.130434783,0.045454545,0,0.014492753,0.04347826,0,0,166,94,42,2,0,1,1,0,4333,4012,393,401,27,27
289,201810,20181111,2,0,0,1,16,5.407407407,3.736842105,10.28571429,7.275862069,0,0.047619048,0.05479452,0.01369863,0,0,311,71,19,0,2,2,0,2,4268,3962,388,396,26,25
272,201810,20181111,4,0,1,0,41,8.555555556,4.608695652,2.621621622,4.611111111,0,0.054054054,0.01369863,0.05479452,1,0,239,212,8,0,0,2,2,13,3773,3468,343,346,15,16
269,201810,20181108,5,0,0,1,21,2.970588235,4.318181818,11.17857143,4.6,0.029411764,0,0.035714285,0.089285714,0,0,147,95,46,1,1,2,1,0,3535,2949,321,327,10,9
277,201810,20181111,6,1,1,0,34,11,2.454545455,3.833333333,3.166666667,0,0.041666667,0,0.113207547,1,0,348,54,7,0,0,3,2,-1,3666,3078,333,342,13,12
279,201810,20181111,7,1,0,1,14,5.555555556,6.875,9.814814815,5.191489362,0.074074074,0,0,0.093023255,0,0,174,110,24,2,0,1,1,0,4077,3315,370,368,23,20
288,201810,20181111,8,1,1,0,28,10.28571429,7.275862069,5.407407407,3.736842105,0.047619047,0,0.02,0.14,1,0,216,211,0,1,0,3,1,0,4101,3568,372,396,24,25
283,201810,20181111,9,0,1,0,27,5.2,6.107142857,7.391304348,4.4375,0,0.02173913,0.029411764,0.073529411,0,0,239,171,31,0,0,1,2,6,3577,3051,325,339,11,10
290,201810,20181111,11,0,0,1,22,3.833333333,3.166666667,11,2.454545455,0.041666666,0,0.041666666,0.083333333,0,0,229,76,45,2,1,2,1,1,3303,2762,300,306,3,2
278,201810,20181111,12,1,1,0,31,5.5,7.8,2.627906977,5.695652174,0,0.023255814,0.018181818,0.109090909,1,0,182,195,17,0,1,2,2,3,4005,3701,364,370,22,21
285,201810,20181111,14,1,1,0,29,9.827586207,3.52173913,8.307692308,2.676470588,0.034482758,0,0,0.134615384,0,0,285,81,0,1,0,3,1,1,3342,2755,303,306,4,2
273,201810,20181111,15,0,0,1,26,8.307692308,2.676470588,9.827586207,3.52173913,0,0.034482759,0.01369863,0.109589041,1,0,324,91,0,0,1,2,1,5,3820,3310,347,367,17,19
275,201810,20181111,16,1,1,1,26,5.303030303,5.130434783,2.818181818,3.76,0,0.045454546,0.017857142,0.142857142,1,0,212,118,37,0,0,2,1,5,3656,3084,332,342,12,12
291,201810,20181111,17,0,0,1,12,2.627906977,5.695652174,5.5,7.8,0.023255813,0,0.015151515,0.045454545,0,0,163,131,50,1,1,0,0,12,3454,2906,314,322,8,7
274,201810,20181111,19,0,0,1,10,4.804347826,2.105263158,8.185185185,4.166666667,0,0,0,0.061538461,0,0,244,40,23,0,0,0,1,3,3385,2778,307,308,5,4
292,201810,20181111,20,0,1,0,51,9.814814815,5.191489362,5.555555556,6.875,0,0.074074074,0,0.013513513,1,0,265,244,0,0,0,3,3,9,4501,3938,409,437,28,28
295,201810,20181112,21,0,1,0,27,5.375,4.217391304,6.41025641,4.275862069,0,0.051282051,0,0.145454545,0,0,180,97,8,0,0,3,0,6,3432,3181,312,318,7,6
284,201810,20181111,22,1,0,1,10,2.621621622,4.611111111,8.555555556,4.608695652,0.054054054,0,0,0.018181818,0,0,116,83,19,2,0,0,1,3,3118,2780,283,278,2,1
280,201810,20181111,23,1,0,1,6,3.975609756,5.181818182,8.185185185,4.346153846,0,0.037037037,0.015873015,0.095238095,0,0,203,114,40,0,1,0,0,6,3751,3127,341,347,14,17
282,201810,20181111,24,1,0,1,20,7.391304348,4.4375,5.2,6.107142857,0.02173913,0,0,0,1,0,350,71,10,1,0,2,0,6,3094,2773,281,308,1,4
270,201810,20181108,25,1,1,0,52,11.17857143,4.6,2.970588235,4.318181818,0,0.029411765,0.017241379,0.017241379,1,0,319,138,6,0,0,5,1,10,3809,3085,346,342,16,12
